Shapes,Talent Show,Prom Jewelry,Glove Size,Style 1,Shape 1,Carat 1,Metal 1,Gold Color 1,Style 2,Shape 2,Carat 2,Metal 2,Gold Color 2,Style 3,Shape 3,Carat 3,Metal 3,Gold Color 3,Style 4,Shape 4,Carat 4,Metal 4,Gold Color 4,Personality
"Oval, Heart",Not Attending,Necklace & Earrings,X-Small,Gemma,Heart,2ct,Platinum,White,Gemma,Heart,2ct,Platinum,White,Gemma,Heart,2ct,18k,Rose,Gemma,Heart,2ct,14k,Rose,Minimalistic
"Oval, Heart",Not Attending,Necklace & Earrings,Small,Gemma,Oval,2ct,18k,Rose,Gemma,Heart,2ct,18k,White,Gemma,Heart,2ct,18k,Yellow,Gemma,Heart,2ct,Platinum,White,Minimalistic
"Oval, Heart",Not Attending,Necklace & Earrings,Medium,Gemma,Oval,4ct,18k,White,Gemma,Oval,3ct,14k,Rose,Gemma,Heart,4ct,18k,White,Gemma,Oval,3ct,Platinum,White,Minimalistic
"Oval, Heart",Not Attending,Necklace & Earrings,Large,Gemma,Heart,3ct,14k,Rose,Gemma,Oval,4ct,Platinum,White,Gemma,Oval,2ct,14k,White,Gemma,Oval,3ct,Platinum,White,Minimalistic
"Oval, Heart",Not Attending,Earrings Only,X-Small,Gemma,Oval,2ct,14k,Rose,Gemma,Oval,1ct,18k,Yellow,Gemma,Oval,2ct,Platinum,White,Gemma,Heart,2ct,14k,White,Minimalistic
"Oval, Heart",Not Attending,Earrings Only,Small,Gemma,Oval,2ct,Platinum,White,Gemma,Oval,1ct,18k,Rose,Gemma,Oval,2ct,Platinum,White,Gemma,Heart,1ct,Platinum,White,Minimalistic
"Oval, Heart",Not Attending,Earrings Only,Medium,Gemma,Oval,1ct,Platinum,White,Gemma,Oval,2ct,18k,Rose,Gemma,Heart,2ct,Platinum,White,Gemma,Oval,2ct,14k,Yellow,Minimalistic
"Oval, Heart",Not Attending,Earrings Only,Large,Gemma,Heart,2ct,14k,White,Gemma,Heart,2ct,Platinum,White,Gemma,Oval,2ct,14k,Rose,Gemma,Oval,2ct,Platinum,White,Minimalistic
"Oval, Heart",Not Attending,No Jewelry,X-Small,Gemma,Oval,2ct,18k,White,Gemma,Heart,1ct,14k,Rose,Gemma,Heart,2ct,Platinum,White,Gemma,Heart,2ct,14k,Yellow,Minimalistic
"Oval, Heart",Not Attending,No Jewelry,Small,Gemma,Heart,2ct,14k,Rose,Gemma,Heart,2ct,18k,White,Gemma,Oval,2ct,14k,Rose,Gemma,Oval,1ct,18k,Rose,Minimalistic
"Oval, Heart",Not Attending,No Jewelry,Medium,Gemma,Oval,2ct,14k,White,Gemma,Heart,1ct,Platinum,White,Gemma,Oval,2ct,14k,Rose,Gemma,Heart,2ct,14k,Rose,Minimalistic
"Oval, Heart",Not Attending,No Jewelry,Large,Gemma,Oval,2ct,18k,Rose,Gemma,Oval,1ct,14k,Yellow,Gemma,Oval,2ct,14k,White,Gemma,Heart,1ct,14k,White,Minimalistic
"Oval, Marquise",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,MIA,Marquise,2ct,Platinum,White,GABRIELLA,Marquise,2ct,18k,Rose,EMILIA,Marquise,2ct,14k,White,GABRIELLA,Marquise,2ct,Platinum,White,Glamorous
"Oval, Marquise",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Emma,Marquise,2ct,14k,Rose,Emma,Marquise,2ct,14k,Yellow,MIA,Marquise,2ct,14k,Rose,CATERINA,Marquise,2ct,18k,Rose,Glamorous
"Oval, Marquise",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,EMILIA,Marquise,4ct,14k,Yellow,CATERINA,Marquise,3ct,18k,Rose,MIA,Marquise,4ct,Platinum,White,Emma,Marquise,4ct,14k,Rose,Glamorous
"Oval, Marquise",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,GABRIELLA,Marquise,4ct,Platinum,White,GABRIELLA,Marquise,5ct,14k,Yellow,MIA,Marquise,3ct,18k,White,CATERINA,Marquise,4ct,14k,Yellow,Glamorous
"Oval, Marquise",Center Stage,Necklace & Earrings,X-Small,CAMILLA,Marquise,2ct,14k,Yellow,Bianca,Marquise,2ct,Platinum,White,GIORGINA,Oval,2ct,14k,Rose,GIULIA,Marquise,2ct,18k,Yellow,Classic
"Oval, Marquise",Center Stage,Necklace & Earrings,Small,GIORGINA,Oval,2ct,Platinum,White,ARIA,Oval,2ct,Platinum,White,Arianna,Oval,2ct,18k,Rose,Bianca,Marquise,2ct,Platinum,White,Classic
"Oval, Marquise",Center Stage,Necklace & Earrings,Medium,CAMILLA,Marquise,2ct,18k,White,ARIA,Marquise,3ct,14k,White,GIULIA,Oval,2ct,Platinum,White,GIORGINA,Marquise,1ct,18k,White,Classic
"Oval, Marquise",Center Stage,Necklace & Earrings,Large,Donatella,Oval,2ct,14k,Yellow,DANIELLA,Marquise,3ct,18k,Rose,Donatella,Marquise,2ct,18k,White,Bianca,Marquise,2ct,14k,Rose,Classic
"Oval, Marquise",Center Stage,Earrings Only,X-Small,Alessia,Oval,2ct,Platinum,White,Beatrice,Marquise,1ct,14k,Rose,Gianna,Oval,2ct,14k,White,Beatrice,Marquise,2ct,18k,Yellow,Trendy
"Oval, Marquise",Center Stage,Earrings Only,Small,Francesca,Marquise,2ct,14k,White,Elena,Marquise,1ct,Platinum,White,Alessia,Marquise,2ct,Platinum,White,Alessia,Oval,2ct,14k,White,Trendy
"Oval, Marquise",Center Stage,Earrings Only,Medium,Beatrice,Oval,2ct,Platinum,White,Francesca,Oval,3ct,Platinum,White,Beatrice,Marquise,2ct,Platinum,White,Elena,Oval,2ct,14k,Rose,Trendy
"Oval, Marquise",Center Stage,Earrings Only,Large,Alessia,Marquise,2ct,18k,Yellow,Gianna,Oval,2ct,Platinum,White,Francesca,Oval,2ct,Platinum,White,Gianna,Marquise,2ct,14k,Rose,Trendy
"Oval, Marquise",Center Stage,No Jewelry,X-Small,Alessia,Marquise,2ct,18k,White,Alessia,Marquise,1ct,18k,Yellow,Francesca,Marquise,2ct,Platinum,White,Alessia,Marquise,1ct,14k,Yellow,Trendy
"Oval, Marquise",Center Stage,No Jewelry,Small,Beatrice,Marquise,2ct,18k,Rose,Francesca,Marquise,1ct,Platinum,White,Francesca,Oval,2ct,14k,Yellow,Alessia,Oval,1ct,18k,White,Trendy
"Oval, Marquise",Center Stage,No Jewelry,Medium,Francesca,Marquise,2ct,Platinum,White,Elena,Oval,1ct,18k,White,Alessia,Marquise,2ct,14k,Yellow,Alessia,Marquise,2ct,14k,Yellow,Trendy
"Oval, Marquise",Center Stage,No Jewelry,Large,Alessia,Oval,2ct,18k,White,Beatrice,Marquise,1ct,18k,Yellow,Beatrice,Marquise,2ct,Platinum,White,Alessia,Oval,1ct,Platinum,White,Trendy
"Oval, Marquise",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Marquise,2ct,14k,Yellow,Gemma,Marquise,2ct,14k,White,Gemma,Marquise,2ct,14k,Rose,Gemma,Marquise,2ct,Platinum,White,Minimalistic
"Oval, Marquise",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Marquise,2ct,14k,Rose,Gemma,Marquise,2ct,18k,Yellow,Gemma,Marquise,2ct,Platinum,White,Gemma,Marquise,2ct,14k,Rose,Minimalistic
"Oval, Marquise",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Marquise,4ct,18k,White,Gemma,Marquise,3ct,Platinum,White,Gemma,Marquise,4ct,Platinum,White,Gemma,Marquise,4ct,18k,Rose,Minimalistic
"Oval, Marquise",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Marquise,3ct,Platinum,White,Gemma,Marquise,4ct,14k,Rose,Gemma,Marquise,4ct,14k,White,Gemma,Marquise,4ct,14k,Yellow,Minimalistic
"Oval, Marquise",In Crowd,Necklace & Earrings,X-Small,GIULIA,Marquise,2ct,18k,Rose,ARIA,Oval,2ct,Platinum,White,ANGELINA,Oval,2ct,14k,Rose,Arianna,Oval,2ct,14k,White,Classic
"Oval, Marquise",In Crowd,Necklace & Earrings,Small,Donatella,Oval,2ct,18k,Rose,Donatella,Oval,2ct,18k,Yellow,GIULIA,Oval,2ct,18k,Rose,GIULIA,Oval,2ct,18k,White,Classic
"Oval, Marquise",In Crowd,Necklace & Earrings,Medium,ANGELINA,Oval,3ct,Platinum,White,GIORGINA,Marquise,4ct,Platinum,White,ANGELINA,Oval,2ct,14k,Yellow,GIULIA,Oval,3ct,Platinum,White,Classic
"Oval, Marquise",In Crowd,Necklace & Earrings,Large,ANGELINA,Marquise,1ct,18k,Yellow,CAMILLA,Oval,4ct,18k,Rose,CAMILLA,Oval,4ct,Platinum,White,GIORGINA,Oval,3ct,18k,White,Classic
"Oval, Marquise",In Crowd,Earrings Only,X-Small,Francesca,Oval,2ct,14k,White,Gianna,Marquise,1ct,14k,Yellow,Gianna,Marquise,2ct,14k,White,Beatrice,Oval,2ct,14k,Rose,Trendy
"Oval, Marquise",In Crowd,Earrings Only,Small,Beatrice,Marquise,2ct,Platinum,White,Beatrice,Oval,1ct,Platinum,White,Gianna,Marquise,2ct,18k,Rose,Francesca,Marquise,2ct,Platinum,White,Trendy
"Oval, Marquise",In Crowd,Earrings Only,Medium,Francesca,Oval,2ct,14k,Rose,Beatrice,Oval,2ct,Platinum,White,Francesca,Marquise,2ct,Platinum,White,Beatrice,Oval,1ct,14k,White,Trendy
"Oval, Marquise",In Crowd,Earrings Only,Large,Francesca,Oval,2ct,14k,White,Elena,Oval,3ct,14k,White,Alessia,Oval,3ct,14k,Yellow,Beatrice,Oval,2ct,Platinum,White,Trendy
"Oval, Marquise",In Crowd,No Jewelry,X-Small,Gemma,Marquise,2ct,18k,White,Gemma,Oval,1ct,Platinum,White,Gemma,Marquise,2ct,14k,White,Gemma,Marquise,2ct,18k,Rose,Minimalistic
"Oval, Marquise",In Crowd,No Jewelry,Small,Gemma,Marquise,1ct,18k,Rose,Gemma,Marquise,1ct,Platinum,White,Gemma,Oval,2ct,14k,White,Gemma,Marquise,2ct,18k,White,Minimalistic
"Oval, Marquise",In Crowd,No Jewelry,Medium,Gemma,Marquise,2ct,Platinum,White,Gemma,Oval,1ct,14k,Rose,Gemma,Marquise,2ct,18k,White,Gemma,Oval,1ct,14k,Rose,Minimalistic
"Oval, Marquise",In Crowd,No Jewelry,Large,Gemma,Marquise,2ct,18k,White,Gemma,Marquise,1ct,18k,White,Gemma,Marquise,1ct,Platinum,White,Gemma,Marquise,1ct,Platinum,White,Minimalistic
"Oval, Marquise",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Marquise,2ct,18k,Yellow,Gemma,Marquise,2ct,Platinum,White,Gemma,Marquise,2ct,18k,White,Gemma,Marquise,2ct,18k,Rose,Minimalistic
"Oval, Marquise",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Marquise,2ct,14k,Rose,Gemma,Marquise,2ct,14k,Yellow,Gemma,Marquise,2ct,18k,Yellow,Gemma,Marquise,2ct,14k,White,Minimalistic
"Oval, Marquise",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Marquise,4ct,14k,White,Gemma,Marquise,3ct,Platinum,White,Gemma,Marquise,4ct,Platinum,White,Gemma,Marquise,4ct,Platinum,White,Minimalistic
"Oval, Marquise",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Marquise,4ct,Platinum,White,Gemma,Marquise,3ct,Platinum,White,Gemma,Marquise,4ct,Platinum,White,Gemma,Marquise,3ct,14k,Yellow,Minimalistic
"Oval, Marquise",Not Attending,Necklace & Earrings,X-Small,Gemma,Marquise,2ct,14k,Rose,Gemma,Marquise,2ct,14k,White,Gemma,Oval,2ct,Platinum,White,Gemma,Marquise,2ct,Platinum,White,Minimalistic
"Oval, Marquise",Not Attending,Necklace & Earrings,Small,Gemma,Oval,2ct,14k,Rose,Gemma,Oval,2ct,14k,Rose,Gemma,Marquise,2ct,18k,Yellow,Gemma,Marquise,2ct,18k,Rose,Minimalistic
"Oval, Marquise",Not Attending,Necklace & Earrings,Medium,Gemma,Oval,3ct,14k,Rose,Gemma,Oval,4ct,18k,White,Gemma,Oval,2ct,14k,Rose,Gemma,Marquise,1ct,14k,Rose,Minimalistic
"Oval, Marquise",Not Attending,Necklace & Earrings,Large,Gemma,Marquise,4ct,14k,Yellow,Gemma,Oval,2ct,Platinum,White,Gemma,Oval,2ct,Platinum,White,Gemma,Marquise,2ct,14k,Rose,Minimalistic
"Oval, Marquise",Not Attending,Earrings Only,X-Small,Gemma,Marquise,2ct,14k,Yellow,Gemma,Marquise,1ct,14k,White,Gemma,Marquise,1ct,18k,Rose,Gemma,Marquise,1ct,Platinum,White,Minimalistic
"Oval, Marquise",Not Attending,Earrings Only,Small,Gemma,Oval,1ct,Platinum,White,Gemma,Oval,2ct,Platinum,White,Gemma,Marquise,2ct,Platinum,White,Gemma,Oval,2ct,18k,Yellow,Minimalistic
"Oval, Marquise",Not Attending,Earrings Only,Medium,Gemma,Marquise,2ct,18k,White,Gemma,Oval,3ct,Platinum,White,Gemma,Marquise,2ct,18k,Yellow,Gemma,Oval,2ct,18k,White,Minimalistic
"Oval, Marquise",Not Attending,Earrings Only,Large,Gemma,Marquise,1ct,18k,Rose,Gemma,Oval,1ct,Platinum,White,Gemma,Marquise,2ct,14k,White,Gemma,Marquise,2ct,18k,White,Minimalistic
"Oval, Marquise",Not Attending,No Jewelry,X-Small,Gemma,Oval,1ct,Platinum,White,Gemma,Marquise,1ct,Platinum,White,Gemma,Oval,1ct,Platinum,White,Gemma,Marquise,2ct,14k,White,Minimalistic
"Oval, Marquise",Not Attending,No Jewelry,Small,Gemma,Marquise,2ct,18k,Rose,Gemma,Marquise,1ct,18k,Rose,Gemma,Oval,2ct,Platinum,White,Gemma,Marquise,2ct,Platinum,White,Minimalistic
"Oval, Marquise",Not Attending,No Jewelry,Medium,Gemma,Marquise,1ct,18k,White,Gemma,Marquise,1ct,14k,Rose,Gemma,Oval,1ct,18k,Yellow,Gemma,Marquise,2ct,18k,Rose,Minimalistic
"Oval, Marquise",Not Attending,No Jewelry,Large,Gemma,Oval,2ct,Platinum,White,Gemma,Oval,1ct,18k,Rose,Gemma,Marquise,1ct,18k,Yellow,Gemma,Oval,1ct,Platinum,White,Minimalistic
"Oval, Pear",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Emma,Oval,2ct,18k,Rose,GABRIELLA,Oval,2ct,Platinum,White,EMILIA,Pear,2ct,18k,White,EMILIA,Oval,2ct,18k,Yellow,Glamorous
"Oval, Pear",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,MIA,Pear,2ct,14k,White,CATERINA,Pear,2ct,14k,Rose,EMILIA,Pear,2ct,18k,Rose,CATERINA,Oval,2ct,Platinum,White,Glamorous
"Oval, Pear",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,MIA,Oval,5ct,Platinum,White,EMILIA,Oval,3ct,Platinum,White,CATERINA,Pear,4ct,18k,Yellow,MIA,Oval,4ct,14k,Yellow,Glamorous
"Oval, Pear",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Emma,Oval,3ct,14k,Yellow,MIA,Oval,3ct,Platinum,White,MIA,Pear,4ct,Platinum,White,EMILIA,Pear,5ct,14k,White,Glamorous
"Oval, Pear",Center Stage,Necklace & Earrings,X-Small,ANGELINA,Oval,2ct,Platinum,White,ARIA,Pear,2ct,Platinum,White,ARIA,Pear,2ct,Platinum,White,CAMILLA,Oval,2ct,18k,Yellow,Classic
"Oval, Pear",Center Stage,Necklace & Earrings,Small,CAMILLA,Oval,2ct,14k,Yellow,GIORGINA,Oval,2ct,14k,White,ANGELINA,Oval,2ct,Platinum,White,ARIA,Pear,2ct,14k,Rose,Classic
"Oval, Pear",Center Stage,Necklace & Earrings,Medium,GIULIA,Pear,3ct,Platinum,White,ANGELINA,Oval,4ct,18k,Rose,GIORGINA,Oval,2ct,18k,Yellow,DANIELLA,Pear,4ct,14k,White,Classic
"Oval, Pear",Center Stage,Necklace & Earrings,Large,Donatella,Pear,4ct,18k,White,CAMILLA,Oval,3ct,Platinum,White,DANIELLA,Pear,2ct,18k,Yellow,Bianca,Pear,3ct,18k,Rose,Classic
"Oval, Pear",Center Stage,Earrings Only,X-Small,Alessia,Pear,2ct,18k,Yellow,Francesca,Pear,2ct,Platinum,White,Elena,Pear,2ct,14k,Rose,Francesca,Pear,2ct,14k,Rose,Trendy
"Oval, Pear",Center Stage,Earrings Only,Small,Elena,Pear,1ct,18k,White,Beatrice,Pear,1ct,18k,Rose,Elena,Pear,2ct,14k,Rose,Gianna,Pear,2ct,Platinum,White,Trendy
"Oval, Pear",Center Stage,Earrings Only,Medium,Gianna,Pear,2ct,18k,Yellow,Beatrice,Pear,1ct,Platinum,White,Beatrice,Pear,1ct,14k,Yellow,Beatrice,Pear,3ct,14k,White,Trendy
"Oval, Pear",Center Stage,Earrings Only,Large,Elena,Pear,2ct,Platinum,White,Elena,Pear,1ct,Platinum,White,Gianna,Pear,2ct,18k,White,Elena,Pear,2ct,Platinum,White,Trendy
"Oval, Pear",Center Stage,No Jewelry,X-Small,Beatrice,Pear,2ct,Platinum,White,Elena,Pear,1ct,18k,Rose,Francesca,Pear,1ct,14k,Yellow,Alessia,Pear,1ct,14k,Rose,Trendy
"Oval, Pear",Center Stage,No Jewelry,Small,Gianna,Pear,2ct,18k,White,Beatrice,Oval,1ct,Platinum,White,Gianna,Pear,2ct,18k,Yellow,Elena,Oval,2ct,Platinum,White,Trendy
"Oval, Pear",Center Stage,No Jewelry,Medium,Beatrice,Pear,2ct,18k,Rose,Beatrice,Oval,1ct,14k,Yellow,Elena,Pear,2ct,14k,Yellow,Elena,Oval,1ct,Platinum,White,Trendy
"Oval, Pear",Center Stage,No Jewelry,Large,Beatrice,Oval,2ct,18k,Yellow,Francesca,Oval,1ct,Platinum,White,Elena,Oval,2ct,14k,White,Francesca,Pear,2ct,18k,White,Trendy
"Oval, Pear",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Oval,2ct,14k,White,Gemma,Oval,2ct,Platinum,White,Gemma,Pear,2ct,18k,Yellow,Gemma,Pear,2ct,Platinum,White,Minimalistic
"Oval, Pear",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Pear,2ct,14k,Rose,Gemma,Oval,2ct,Platinum,White,Gemma,Pear,2ct,18k,Rose,Gemma,Oval,2ct,14k,Yellow,Minimalistic
"Oval, Pear",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Oval,4ct,18k,Rose,Gemma,Oval,3ct,14k,White,Gemma,Pear,4ct,14k,White,Gemma,Oval,4ct,18k,Yellow,Minimalistic
"Oval, Pear",In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Oval,4ct,18k,White,Gemma,Pear,5ct,Platinum,White,Gemma,Oval,4ct,14k,Yellow,Gemma,Pear,3ct,14k,Rose,Minimalistic
"Oval, Pear",In Crowd,Necklace & Earrings,X-Small,CAMILLA,Pear,2ct,Platinum,White,DANIELLA,Pear,2ct,18k,White,GIORGINA,Pear,2ct,14k,White,ARIA,Pear,2ct,Platinum,White,Classic
"Oval, Pear",In Crowd,Necklace & Earrings,Small,Donatella,Oval,2ct,Platinum,White,GIULIA,Oval,2ct,18k,White,DANIELLA,Oval,2ct,14k,Rose,DANIELLA,Oval,2ct,18k,Rose,Classic
"Oval, Pear",In Crowd,Necklace & Earrings,Medium,DANIELLA,Oval,4ct,18k,Yellow,GIULIA,Oval,4ct,18k,Rose,Donatella,Oval,2ct,Platinum,White,GIORGINA,Pear,1ct,18k,Rose,Classic
"Oval, Pear",In Crowd,Necklace & Earrings,Large,Arianna,Pear,1ct,18k,Yellow,DANIELLA,Oval,2ct,14k,Rose,GIORGINA,Oval,2ct,18k,White,DANIELLA,Pear,4ct,18k,Yellow,Classic
"Oval, Pear",In Crowd,Earrings Only,X-Small,Beatrice,Pear,1ct,14k,White,Elena,Pear,1ct,14k,Yellow,Alessia,Pear,2ct,14k,Yellow,Beatrice,Pear,1ct,Platinum,White,Trendy
"Oval, Pear",In Crowd,Earrings Only,Small,Gianna,Pear,1ct,18k,White,Beatrice,Pear,1ct,Platinum,White,Francesca,Pear,1ct,14k,Rose,Gianna,Pear,2ct,18k,Yellow,Trendy
"Oval, Pear",In Crowd,Earrings Only,Medium,Elena,Pear,3ct,Platinum,White,Elena,Pear,2ct,14k,Rose,Elena,Pear,2ct,14k,White,Francesca,Pear,3ct,14k,Yellow,Trendy
"Oval, Pear",In Crowd,Earrings Only,Large,Elena,Pear,2ct,Platinum,White,Beatrice,Pear,2ct,Platinum,White,Elena,Pear,2ct,18k,Rose,Beatrice,Pear,1ct,18k,Rose,Trendy
"Oval, Pear",In Crowd,No Jewelry,X-Small,Gemma,Oval,2ct,18k,Rose,Gemma,Oval,1ct,Platinum,White,Gemma,Oval,2ct,14k,Yellow,Gemma,Oval,2ct,18k,Yellow,Minimalistic
"Oval, Pear",In Crowd,No Jewelry,Small,Gemma,Oval,1ct,Platinum,White,Gemma,Pear,1ct,18k,Rose,Gemma,Pear,2ct,14k,Rose,Gemma,Oval,2ct,18k,Yellow,Minimalistic
"Oval, Pear",In Crowd,No Jewelry,Medium,Gemma,Oval,2ct,18k,Yellow,Gemma,Pear,1ct,18k,Yellow,Gemma,Pear,2ct,18k,White,Gemma,Pear,2ct,18k,Rose,Minimalistic
"Oval, Pear",In Crowd,No Jewelry,Large,Gemma,Pear,2ct,Platinum,White,Gemma,Oval,1ct,18k,Yellow,Gemma,Oval,2ct,18k,Rose,Gemma,Pear,1ct,18k,Yellow,Minimalistic
"Oval, Pear",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Oval,2ct,14k,White,Gemma,Pear,2ct,Platinum,White,Gemma,Pear,2ct,Platinum,White,Gemma,Pear,2ct,Platinum,White,Minimalistic
"Oval, Pear",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Pear,2ct,Platinum,White,Gemma,Pear,2ct,18k,White,Gemma,Oval,2ct,14k,Yellow,Gemma,Pear,2ct,Platinum,White,Minimalistic
"Oval, Pear",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Pear,4ct,Platinum,White,Gemma,Oval,3ct,18k,Yellow,Gemma,Pear,4ct,14k,White,Gemma,Pear,4ct,18k,White,Minimalistic
"Oval, Pear",Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Oval,5ct,18k,Yellow,Gemma,Oval,5ct,14k,White,Gemma,Pear,4ct,14k,Yellow,Gemma,Oval,4ct,14k,Yellow,Minimalistic
"Oval, Pear",Not Attending,Necklace & Earrings,X-Small,Gemma,Oval,2ct,18k,Yellow,Gemma,Pear,2ct,Platinum,White,Gemma,Pear,2ct,14k,Rose,Gemma,Pear,2ct,Platinum,White,Minimalistic
"Oval, Pear",Not Attending,Necklace & Earrings,Small,Gemma,Oval,2ct,18k,Rose,Gemma,Oval,2ct,Platinum,White,Gemma,Pear,2ct,14k,Rose,Gemma,Pear,2ct,18k,Rose,Minimalistic
"Oval, Pear",Not Attending,Necklace & Earrings,Medium,Gemma,Oval,1ct,18k,Yellow,Gemma,Oval,2ct,18k,White,Gemma,Oval,2ct,14k,Rose,Gemma,Pear,3ct,14k,Yellow,Minimalistic
"Oval, Pear",Not Attending,Necklace & Earrings,Large,Gemma,Oval,2ct,18k,Yellow,Gemma,Pear,4ct,Platinum,White,Gemma,Oval,2ct,18k,Rose,Gemma,Oval,4ct,14k,Yellow,Minimalistic
"Oval, Pear",Not Attending,Earrings Only,X-Small,Gemma,Pear,2ct,18k,White,Gemma,Pear,1ct,Platinum,White,Gemma,Pear,2ct,14k,Rose,Gemma,Pear,2ct,14k,Rose,Minimalistic
"Oval, Pear",Not Attending,Earrings Only,Small,Gemma,Pear,2ct,14k,Yellow,Gemma,Pear,1ct,14k,Rose,Gemma,Pear,2ct,14k,White,Gemma,Pear,2ct,14k,Rose,Minimalistic
"Oval, Pear",Not Attending,Earrings Only,Medium,Gemma,Pear,3ct,18k,Rose,Gemma,Pear,2ct,14k,Yellow,Gemma,Pear,2ct,18k,Rose,Gemma,Pear,2ct,Platinum,White,Minimalistic
"Oval, Pear",Not Attending,Earrings Only,Large,Gemma,Pear,1ct,18k,Rose,Gemma,Pear,3ct,18k,Yellow,Gemma,Pear,2ct,Platinum,White,Gemma,Pear,1ct,18k,Yellow,Minimalistic
"Oval, Pear",Not Attending,No Jewelry,X-Small,Gemma,Pear,1ct,18k,White,Gemma,Pear,2ct,14k,Rose,Gemma,Pear,2ct,18k,White,Gemma,Pear,2ct,Platinum,White,Minimalistic
"Oval, Pear",Not Attending,No Jewelry,Small,Gemma,Pear,2ct,Platinum,White,Gemma,Oval,1ct,14k,White,Gemma,Oval,2ct,Platinum,White,Gemma,Oval,2ct,Platinum,White,Minimalistic
"Oval, Pear",Not Attending,No Jewelry,Medium,Gemma,Pear,2ct,Platinum,White,Gemma,Oval,2ct,18k,Rose,Gemma,Oval,2ct,18k,Rose,Gemma,Oval,1ct,18k,White,Minimalistic
"Oval, Pear",Not Attending,No Jewelry,Large,Gemma,Oval,1ct,14k,Rose,Gemma,Oval,2ct,14k,Yellow,Gemma,Pear,1ct,14k,Yellow,Gemma,Oval,2ct,Platinum,White,Minimalistic
"Oval, Asscher",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,CATERINA,Asscher,2ct,Platinum,White,GABRIELLA,Asscher,2ct,18k,White,CATERINA,Asscher,2ct,14k,Yellow,CATERINA,Asscher,2ct,14k,White,Glamorous
"Oval, Asscher",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,EMILIA,Asscher,2ct,18k,Rose,MIA,Oval,2ct,Platinum,White,CATERINA,Asscher,2ct,14k,Rose,MIA,Oval,2ct,14k,Rose,Glamorous
"Oval, Asscher",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,EMILIA,Oval,3ct,18k,White,MIA,Asscher,3ct,14k,White,GABRIELLA,Asscher,5ct,14k,Rose,MIA,Asscher,4ct,14k,Yellow,Glamorous
"Oval, Asscher",Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Emma,Oval,3ct,18k,Yellow,GABRIELLA,Asscher,3ct,Platinum,White,Emma,Oval,3ct,18k,Rose,CATERINA,Asscher,4ct,18k,Rose,Glamorous
"Oval, Asscher",Center Stage,Necklace & Earrings,X-Small,ANGELINA,Asscher,2ct,Platinum,White,GIORGINA,Asscher,2ct,Platinum,White,CAMILLA,Asscher,2ct,18k,Yellow,ANGELINA,Asscher,2ct,Platinum,White,Classic
"Oval, Asscher",Center Stage,Necklace & Earrings,Small,ARIA,Asscher,2ct,18k,Rose,ANGELINA,Asscher,2ct,14k,Rose,CAMILLA,Asscher,2ct,14k,Yellow,Arianna,Asscher,2ct,18k,Yellow,Classic
"Oval, Asscher",Center Stage,Necklace & Earrings,Medium,CAMILLA,Asscher,3ct,Platinum,White,CAMILLA,Asscher,4ct,14k,Rose,ARIA,Asscher,2ct,18k,White,GIULIA,Asscher,3ct,Platinum,White,Classic
